,last_price,total_area,bedrooms,ceiling_height,floors_total,living_area,floor,bike_parking,studio,open_plan,kitchen_area,balcony,airport_dist,city_center_dist
90,30000.0,44.4,2,2.55,15,19.1,9,0,1,0,6.0,1,18842,18362
91,146000.0,115.6,2,2.45,2,65.1,2,0,0,0,11.6,2,28814,7285
92,146000.0,121.3,1,2.74,15,59.5,11,0,0,1,7.9,0,6922,17332
93,102000.0,97.4,1,2.93,17,58.2,16,0,0,0,12.5,1,21159,22956
94,131000.0,122.5,3,2.5,2,60.7,1,1,0,0,5.7,0,41708,9978
95,94000.0,89.3,2,2.3,7,47.2,2,0,0,1,4.3,0,40555,5624
96,93000.0,92.7,2,2.61,16,38.5,3,0,0,1,5.0,2,47336,18203
97,115000.0,81.3,2,3.17,5,56.7,1,0,0,1,14.6,1,48594,11507
98,61000.0,33.1,3,2.93,16,18.3,7,0,0,0,9.9,0,48770,2108
99,53000.0,42.9,3,2.66,19,17.5,2,0,0,0,10.7,0,12082,14883
100,37000.0,33.8,2,2.47,2,19.0,2,0,0,0,14.6,0,10429,14931
101,92000.0,106.4,1,2.62,15,70.3,8,0,1,1,12.5,1,44379,17361
102,51000.0,67.7,2,2.45,4,42.8,1,0,0,0,5.2,0,22241,18646
103,104000.0,91.0,4,2.4,2,55.6,2,1,0,0,8.6,0,21073,16495
104,156000.0,138.9,2,3.12,10,61.4,2,0,0,1,13.0,1,29015,9119
105,72000.0,59.9,2,3.2,5,35.8,3,0,0,1,11.3,2,25314,21049
106,75000.0,79.2,2,2.45,18,49.9,17,1,0,1,6.4,0,15037,23447
107,118000.0,120.7,2,2.35,4,69.0,4,0,1,1,12.9,1,43008,8250
108,78000.0,57.5,3,2.6,1,38.4,1,0,0,1,10.1,0,45917,7764
109,38000.0,39.2,2,2.72,18,19.0,9,0,0,0,12.7,1,38638,13312
110,44000.0,64.8,1,2.48,20,30.6,19,0,0,0,10.9,0,7163,24658
111,65000.0,49.3,1,2.57,6,32.6,2,0,1,0,9.1,1,10306,4921
112,152000.0,141.6,2,2.48,20,83.2,7,1,0,0,12.0,1,20570,12879
113,147000.0,127.0,4,3.0,20,50.8,11,0,1,0,13.5,2,30052,5661
114,118000.0,106.0,2,2.94,14,53.6,7,0,0,0,9.1,0,32428,10837
115,167000.0,134.6,3,2.87,10,88.5,10,0,0,0,4.3,2,9500,10093
116,143000.0,126.4,3,2.65,18,51.6,15,0,0,1,10.5,1,48211,14701
117,70000.0,52.4,2,3.12,9,21.0,5,0,1,1,5.0,1,28831,1831
118,142000.0,137.1,1,3.17,12,66.4,7,0,0,1,7.6,0,24429,20374
119,82000.0,94.7,1,2.46,10,63.9,6,0,0,0,10.0,0,13600,18024
120,113000.0,126.9,3,2.5,19,85.1,12,0,0,1,7.8,0,47788,24996
121,158000.0,137.5,1,2.77,6,76.4,3,0,0,0,7.1,1,25133,7138
122,48000.0,68.2,2,2.38,14,38.6,4,0,0,0,4.2,0,10300,21827
123,44000.0,43.2,2,2.69,8,21.6,1,0,0,1,7.0,1,32646,15648
124,81000.0,57.4,3,2.82,14,27.1,10,0,1,0,8.2,1,20757,6544
125,90000.0,81.3,1,2.77,11,52.4,8,0,0,1,7.2,0,41360,8097
126,172000.0,128.2,2,2.6,16,55.4,10,0,0,0,10.9,2,29546,1490
127,175000.0,133.3,2,2.79,20,72.8,6,1,0,1,11.3,0,9756,9245
128,30000.0,30.8,2,3.16,6,18.2,4,0,0,0,12.6,0,38777,22586
129,133000.0,91.3,3,2.49,15,39.4,3,1,0,0,6.0,0,18710,2806
130,59000.0,80.1,1,2.89,15,44.5,12,1,0,0,10.8,1,23371,23274
131,43000.0,56.7,3,2.34,14,32.5,9,0,1,0,8.7,1,39904,10111
132,45000.0,44.4,3,2.36,12,27.6,9,0,0,0,7.6,1,9790,18781
133,56000.0,70.5,2,2.8,2,33.2,1,1,0,0,9.3,0,49000,16805
134,145000.0,143.1,3,2.39,8,69.9,6,0,0,0,9.3,1,36594,17140
135,75000.0,68.8,2,2.32,19,39.3,2,0,0,1,11.0,0,13667,14160
136,98000.0,92.3,1,2.45,14,64.1,7,1,1,0,10.2,0,7616,12143
137,109000.0,114.4,3,2.81,5,53.2,1,0,0,0,10.9,1,29504,23279
138,94000.0,73.6,2,2.93,9,51.2,9,0,0,1,14.8,1,22067,17321
139,173000.0,146.6,3,2.48,13,90.1,3,1,0,0,12.9,0,6328,15751
140,171000.0,145.5,2,2.9,9,94.3,2,0,1,0,7.2,1,32415,11038
141,75000.0,60.2,4,2.46,14,25.7,12,1,1,0,9.9,0,18894,6402
142,134000.0,89.7,2,2.85,5,43.9,5,0,0,0,6.5,1,19489,1044
143,46000.0,66.1,1,2.67,2,27.6,1,0,0,1,9.7,0,12298,24537
144,63000.0,64.2,2,2.89,7,32.8,2,1,1,0,11.8,2,11317,19153
145,32000.0,34.4,3,3.2,16,23.9,13,0,0,1,4.7,0,11495,24856
146,97000.0,103.1,3,3.14,11,44.5,7,0,0,1,5.5,0,44873,19485
147,113000.0,90.3,2,2.3,11,51.4,3,0,0,1,4.1,0,28989,2093
148,55000.0,36.2,3,3.1,12,14.5,12,0,0,1,8.2,1,26124,11658
149,79000.0,63.4,2,2.36,13,38.9,4,1,0,0,12.4,0,36701,3803
150,162000.0,139.0,2,3.16,8,63.8,2,0,0,1,8.9,0,19390,20230
151,79000.0,58.7,3,2.55,16,25.8,2,0,0,1,10.3,0,42000,5464
152,49000.0,47.4,3,2.64,1,23.7,1,0,0,0,10.5,0,13874,16784
153,85000.0,88.7,3,2.38,13,56.0,12,0,1,1,5.0,1,41120,16805
154,165000.0,148.3,3,2.4,11,64.1,11,0,0,1,5.9,2,7522,16333
155,50000.0,59.0,1,2.95,4,27.7,2,0,0,0,14.1,1,12058,22081
156,100000.0,110.7,3,3.15,4,44.5,3,0,0,0,9.0,1,45169,18418
157,145000.0,121.4,2,2.85,15,83.8,14,0,1,0,8.6,1,9905,8860
158,90000.0,58.5,1,2.94,3,33.8,2,0,0,1,12.3,1,16050,8555
159,149000.0,117.4,2,2.99,19,72.3,12,1,0,0,4.5,1,6921,1535
160,64000.0,74.1,2,2.54,2,44.1,1,0,0,1,13.2,0,31940,22799
161,139000.0,105.9,2,2.34,6,46.9,2,1,1,0,11.4,0,19747,3483
162,95000.0,106.0,2,2.3,8,61.3,7,1,1,0,5.6,1,33507,12499
163,108000.0,94.3,1,2.62,17,41.4,2,0,0,1,4.7,2,8860,13204
164,45000.0,40.8,2,2.52,5,21.2,1,1,0,1,4.0,0,22780,11748
165,158000.0,130.2,2,2.36,2,74.3,2,0,0,1,7.2,2,21725,14783
166,68000.0,68.5,2,2.46,12,38.9,6,1,0,1,7.6,0,29157,18502
167,66000.0,52.4,2,2.41,5,22.8,2,0,0,0,5.9,1,18276,5710
168,49000.0,34.9,3,3.12,10,14.3,10,0,0,0,7.2,0,49314,2769
169,128000.0,100.9,3,2.43,9,64.5,4,1,0,0,10.2,1,19221,21578
170,126000.0,111.3,3,2.78,20,68.8,1,1,0,1,5.2,2,36337,12875
171,60000.0,32.0,2,2.83,8,13.6,1,0,0,1,6.2,1,21484,4057
172,86000.0,91.5,3,2.79,1,40.1,1,0,1,0,10.2,0,29014,17130
173,78000.0,57.2,1,2.39,6,38.2,1,1,0,0,11.7,1,15200,6354
174,154000.0,107.4,1,2.59,11,67.8,1,0,1,1,14.2,1,12776,2964
175,51000.0,50.9,2,2.35,3,35.6,3,0,0,0,9.6,2,48758,7782
176,129000.0,112.9,3,2.66,15,53.8,11,0,0,0,5.2,0,29342,8125
177,66000.0,76.4,2,2.47,11,41.7,7,1,0,0,10.5,1,25737,21842
178,163000.0,142.4,1,2.81,5,67.1,1,1,1,0,14.9,1,33871,8376
179,60000.0,46.5,1,2.92,16,27.3,1,1,0,1,13.7,2,15055,19726
180,65000.0,70.9,3,2.78,7,30.8,6,0,1,0,12.6,1,41989,14854
181,90000.0,43.6,3,2.69,6,19.1,6,0,0,1,12.1,2,16171,3273
182,136000.0,141.0,2,2.65,9,59.4,3,0,1,0,12.3,1,29414,4755
183,180000.0,135.3,2,3.06,7,82.3,6,1,0,0,5.0,1,10723,2923
184,57000.0,61.0,2,2.5,3,33.4,3,0,0,0,9.7,0,30855,10636
185,89000.0,109.2,3,2.96,11,63.9,7,0,1,0,11.6,1,26733,24277
186,148000.0,128.1,2,2.98,12,85.0,6,0,1,0,4.8,0,17629,5339
187,107000.0,96.6,3,2.68,11,60.1,8,0,1,0,14.1,0,18839,9210
188,108000.0,93.6,2,2.57,2,50.4,2,0,0,1,5.4,1,5442,20680
189,58000.0,59.0,3,2.72,1,41.0,1,0,0,1,5.0,0,6229,22019
190,30000.0,41.2,1,2.38,2,22.1,1,1,1,1,5.4,0,32039,18649
191,147000.0,137.7,2,2.34,14,59.7,1,0,0,0,8.7,0,37327,12210
192,157000.0,138.1,2,2.4,13,96.3,12,0,0,1,10.0,1,29611,16573
193,103000.0,106.0,2,2.47,5,43.1,5,0,0,0,5.0,1,8686,11801
194,54000.0,70.7,1,2.75,2,39.9,1,0,0,0,12.6,1,47339,21367
195,94000.0,71.9,3,3.06,19,35.4,9,0,0,1,6.2,0,37104,10837
196,128000.0,117.1,2,2.51,17,64.5,16,1,0,0,10.2,1,15682,20627
197,153000.0,137.7,3,3.14,11,78.1,10,1,0,0,9.4,1,35217,15056
198,180000.0,136.5,3,3.16,16,64.4,14,0,0,1,14.0,1,10016,13510
199,122000.0,123.6,2,3.16,20,70.1,1,1,0,0,13.8,0,40072,16756
200,121000.0,107.0,3,3.05,18,67.1,16,0,0,0,6.6,0,26642,8011
201,71000.0,40.1,3,2.63,20,19.2,19,0,0,1,9.9,1,23422,10412
202,44000.0,49.4,2,2.37,8,25.4,7,0,1,0,14.8,1,5412,20321
203,158000.0,137.8,3,2.81,2,66.2,1,0,0,1,7.7,1,34361,10216
204,94000.0,102.8,2,2.8,17,66.4,17,1,0,0,4.8,0,42305,16686
205,48000.0,31.1,2,3.06,11,19.2,6,1,0,0,11.9,1,17973,16925
206,76000.0,42.2,3,3.2,14,27.9,11,1,0,1,9.5,2,5530,21874
207,118000.0,109.6,2,2.76,16,49.4,14,1,0,0,14.3,1,39889,11648
208,30000.0,30.6,2,2.61,15,12.9,2,0,0,0,10.3,0,33605,22661
209,30000.0,49.3,2,2.47,15,21.5,5,0,0,0,9.6,0,39960,24834
210,127000.0,95.8,3,2.3,3,43.0,3,0,1,0,14.1,2,29224,5061
211,119000.0,113.0,4,2.76,7,63.3,6,0,0,0,8.2,1,25743,18170
212,106000.0,108.2,2,2.8,12,74.8,7,0,0,0,10.6,0,14871,17761
213,88000.0,56.9,3,3.04,3,28.9,2,1,0,0,13.3,0,8548,11947
214,136000.0,115.5,4,2.75,19,79.4,7,1,1,0,10.6,1,26215,8292
215,83000.0,58.5,1,3.12,10,24.1,10,0,0,1,7.3,2,44078,1654
216,80000.0,69.0,2,2.87,8,46.8,8,0,0,1,10.1,1,7671,16269
217,150000.0,119.6,3,3.06,16,54.3,7,0,0,0,8.8,0,49509,8577
218,97000.0,108.0,3,2.43,16,72.7,12,0,1,0,14.8,0,47615,14253
219,156000.0,131.9,3,3.07,12,55.0,4,1,0,1,4.6,1,33833,3931
220,153000.0,108.9,2,2.91,5,74.5,4,0,0,0,12.4,1,46139,2063
221,71000.0,98.2,1,2.45,20,45.2,6,0,0,0,4.3,1,29909,20257
222,59000.0,41.2,2,2.47,6,20.2,3,1,0,0,10.6,0,23206,3951
223,107000.0,74.1,2,3.13,6,40.6,2,0,0,1,8.7,0,30726,4297
224,56000.0,61.8,2,2.33,8,31.8,6,0,0,0,14.0,0,44445,14694
225,47000.0,59.3,3,2.72,17,35.6,7,0,1,0,9.9,2,48088,18547
226,193000.0,146.8,1,2.58,12,101.6,9,0,0,1,13.1,0,42714,1192
227,99000.0,77.2,3,2.9,14,44.9,6,1,1,1,11.4,1,13086,11611
228,160000.0,137.0,2,3.06,2,84.5,2,0,0,1,8.9,1,31628,16150
229,96000.0,105.7,2,2.62,19,45.1,17,0,0,0,7.7,1,25014,18714
230,112000.0,125.4,1,2.68,6,73.8,2,0,0,1,5.3,1,26657,23750
231,116000.0,90.3,2,3.18,18,48.4,7,0,0,0,4.1,0,24271,1387
232,75000.0,99.2,1,3.01,4,66.1,4,0,1,1,4.0,0,8040,22567
233,75000.0,89.1,4,3.11,5,46.0,4,1,1,0,6.5,0,43066,24200
234,49000.0,53.4,3,2.69,6,32.3,3,0,0,1,10.2,1,49027,21778
235,116000.0,116.7,2,2.51,15,54.7,9,1,0,0,14.7,1,14438,23773
236,82000.0,63.7,2,2.67,6,30.4,4,0,1,0,11.8,1,32988,3845
237,30000.0,32.9,4,2.94,8,16.9,1,0,1,0,4.8,1,29146,24814
238,102000.0,107.5,2,2.4,9,52.8,9,1,0,0,11.1,0,45342,19365
239,67000.0,51.3,1,2.54,6,24.4,3,0,0,1,9.3,1,36685,2668
240,144000.0,142.9,2,2.34,2,59.3,2,0,0,1,11.0,0,38735,17293
241,167000.0,144.5,4,2.69,16,94.1,14,0,0,1,10.9,2,47836,17875
242,122000.0,139.8,1,3.04,20,58.6,19,0,1,0,5.6,1,34856,16104
243,66000.0,74.4,2,2.32,1,49.6,1,0,0,0,14.1,1,25410,21992
244,50000.0,31.9,4,2.91,16,13.9,3,0,0,1,10.1,0,7336,18970
245,170000.0,141.4,1,3.14,1,59.3,1,0,0,1,11.7,0,45786,4881
246,87000.0,81.4,1,2.51,1,46.3,1,0,0,0,8.3,1,31538,7005
247,175000.0,146.0,2,2.92,7,80.4,5,0,0,0,5.3,2,35704,12122
248,174000.0,145.6,3,3.18,16,79.7,14,1,0,0,11.6,0,27738,10476
249,132000.0,132.4,2,3.17,17,75.8,11,1,0,0,14.4,1,22713,16912
250,108000.0,65.3,4,2.51,16,31.8,13,0,0,0,10.4,0,27675,4274
251,97000.0,76.2,3,2.39,16,45.6,8,0,0,1,6.2,0,7183,9503
252,131000.0,132.1,1,2.43,6,72.8,1,0,1,0,10.9,1,40906,6827
253,92000.0,68.0,4,2.93,18,34.0,6,0,0,0,8.7,0,12109,8047
254,51000.0,50.3,2,2.95,3,32.6,2,1,1,1,8.4,1,19970,18060
255,158000.0,96.8,2,2.91,8,59.9,1,0,0,1,14.0,1,8915,2931
256,126000.0,142.3,2,2.6,4,73.7,4,0,0,1,12.1,0,41898,22296
257,113000.0,113.5,2,2.45,4,74.3,2,0,0,0,9.6,0,12575,16385
258,94000.0,98.4,1,2.82,17,66.5,14,0,0,0,8.6,1,22951,10880
259,47000.0,41.7,1,2.74,5,23.4,2,0,0,1,6.7,1,23696,12659
260,98000.0,103.8,2,2.96,14,48.2,1,0,0,0,7.8,1,19239,17757
261,148000.0,148.8,3,2.7,15,100.4,4,0,0,1,9.9,1,43706,18538
262,30000.0,46.8,2,2.6,12,21.4,2,0,0,0,4.5,1,39730,20313
263,115000.0,92.2,4,2.56,13,38.2,3,0,0,1,7.9,1,38465,7328
264,143000.0,135.3,2,2.49,18,67.4,15,1,0,0,9.4,0,15130,21589
265,116000.0,118.9,2,2.54,14,73.5,2,0,1,0,10.7,0,13528,20934
266,107000.0,113.6,1,2.39,19,76.9,4,0,0,0,12.2,2,16097,21522
267,125000.0,114.3,1,2.61,7,67.6,1,0,0,1,4.2,1,22377,2940
268,91000.0,73.1,2,2.33,6,50.1,4,0,0,0,7.2,2,26544,4447
269,57000.0,65.2,3,2.47,5,27.9,2,0,1,0,6.9,1,16258,15994
270,138000.0,127.1,4,2.97,4,53.2,3,0,1,1,9.7,1,25599,23872
271,176000.0,127.2,4,2.59,18,73.9,14,0,0,0,9.1,0,13297,3638
272,159000.0,134.0,2,2.9,14,92.5,12,0,0,1,4.9,0,17103,18733
273,175000.0,139.6,3,2.95,16,76.9,16,0,1,1,12.4,1,16733,4267
274,63000.0,91.4,2,2.82,20,38.0,10,1,1,0,11.6,1,37720,23811
275,86000.0,90.2,1,3.16,14,42.1,7,0,0,0,13.0,1,25632,20203
276,134000.0,125.8,3,2.32,5,59.6,4,0,0,0,5.2,0,32685,7921
277,163000.0,108.0,3,2.96,11,54.1,2,0,0,1,9.6,1,35119,2142
278,138000.0,114.2,1,3.16,12,47.2,6,0,0,1,10.6,0,8083,11480
279,127000.0,125.5,2,3.08,18,84.3,15,1,1,1,4.5,0,40768,13602
280,177000.0,136.8,2,2.45,4,75.9,3,1,0,0,14.6,1,17779,13650
281,67000.0,70.6,3,2.59,13,42.4,6,0,0,0,12.7,2,27939,21446
282,70000.0,75.1,2,2.46,20,31.5,16,1,0,0,6.7,2,20227,24542
283,69000.0,41.3,4,2.84,13,17.2,8,0,0,1,10.9,1,39811,11366
284,111000.0,99.4,1,2.94,4,57.2,3,0,0,1,5.6,1,15272,4931
285,34000.0,34.3,2,2.59,7,22.9,1,0,1,1,13.6,1,48369,10047
286,74000.0,85.9,2,2.79,2,48.0,1,0,0,1,5.1,1,23006,18091
287,101000.0,95.1,2,2.92,18,63.1,12,0,0,0,13.9,1,37024,15008
288,88000.0,64.4,2,2.68,6,41.4,3,0,0,0,13.1,1,33865,3083
289,150000.0,100.9,3,3.07,16,42.7,6,0,0,0,9.3,1,38416,6039
290,51000.0,33.7,3,2.99,3,15.5,3,1,0,1,11.2,1,29798,17645
291,32000.0,34.5,4,2.36,15,20.6,3,0,0,0,6.7,0,22271,17754
292,140000.0,128.7,3,2.86,20,68.6,17,0,1,1,8.2,2,13082,15617
293,111000.0,73.2,3,2.51,10,35.7,9,1,0,1,6.4,0,28375,8057
294,90000.0,45.2,2,2.8,9,23.8,5,0,0,1,9.8,2,7739,4918
295,123000.0,92.7,3,3.16,11,49.4,2,0,0,0,7.5,0,7647,6492
296,120000.0,122.4,2,3.09,14,82.4,2,1,0,0,7.9,1,32603,20381
297,60000.0,55.9,2,2.66,12,24.1,11,0,0,1,8.9,1,26622,12726
298,128000.0,104.7,2,2.56,7,50.7,6,0,0,1,13.6,0,27775,9429
299,67000.0,40.2,2,2.51,11,22.6,9,1,0,0,10.0,2,19341,4262
300,41000.0,36.2,2,2.78,17,22.1,16,0,0,0,12.9,1,40575,10422
301,146000.0,93.8,4,2.4,9,55.2,1,1,0,0,13.3,1,14053,11027
302,77000.0,94.9,2,2.79,13,64.8,10,0,0,0,6.7,1,31376,22265
303,83000.0,106.5,1,2.3,16,68.0,3,0,0,1,12.6,0,43722,23563
304,104000.0,117.1,2,2.59,3,66.4,1,0,0,1,11.1,0,42533,21147
305,168000.0,147.1,1,2.5,5,68.3,5,1,0,0,9.6,1,6288,10316
306,105000.0,92.0,1,3.17,17,49.2,1,0,0,1,5.0,2,17554,14420
307,58000.0,68.8,2,2.95,1,41.8,1,1,0,0,10.3,0,37163,21188
308,156000.0,125.4,2,2.61,9,81.7,2,0,0,0,5.7,0,38334,2211
309,73000.0,62.5,2,2.38,17,43.0,14,0,0,0,13.0,1,26724,13788
310,102000.0,82.7,3,2.77,13,48.1,6,0,1,1,14.3,1,14112,10567
311,41000.0,39.4,3,2.49,15,22.0,9,0,1,1,9.3,0,17555,10145
312,36000.0,33.0,2,2.78,8,13.4,4,1,1,0,8.8,2,41043,9402
313,155000.0,145.5,2,3.05,8,61.4,1,0,0,0,9.4,0,13647,16371
314,115000.0,130.3,2,2.85,2,58.2,2,0,1,0,4.7,0,47404,11016
315,154000.0,113.5,3,2.87,10,47.3,8,1,0,0,6.6,1,27539,8732
316,86000.0,79.1,1,2.79,5,41.1,3,1,0,0,14.3,1,17754,14591
317,54000.0,50.8,1,3.13,16,25.5,2,0,0,0,7.8,0,22533,9955
318,100000.0,48.8,3,3.14,19,28.8,1,0,0,0,10.5,2,16543,1833
319,84000.0,60.0,2,2.76,1,33.7,1,0,0,1,11.1,0,22295,11023
320,115000.0,95.9,1,2.58,13,55.5,11,1,1,0,13.6,0,10886,5706
321,135000.0,115.8,2,2.71,4,62.7,3,1,0,0,6.6,1,42042,3398
